,titulo,autor,disp,editora 
5161,Minha Vida Como Um Ramone,Marky Ramone,/DISPONIVEL,Planeta 
5162,Cidade Banida,Ricardo Ragazzo,/DISPONIVEL,Planeta 
5163,Nada para vestir,Arlindo Grund,/DISPONIVEL,Planeta 
5164,Comece bem o seu dia,Luzia Santiago,/DISPONIVEL,Planeta 
5165,Destino La Templanza,María Dueñas,/DISPONIVEL,Planeta 
5166,Por Onde Andam as Pessoas Interessantes?,Daniel Bovolento,/DISPONIVEL,Planeta 
5167,Morri Para Viver,Andressa Urach,/DISPONIVEL,Planeta 
5168,História Bizarra da 2ª Guerra Mundial,Otavio Cohen,/DISPONIVEL,Planeta 
5169,Dexter Está Morto,Jeff Lindsay,/DISPONIVEL,Planeta 
5170,Amor Entre Guerras,Marianne Nishihata,/DISPONIVEL,Planeta 
5171,Bom Dia; Princesa!,Blue Jeans,/DISPONIVEL,Planeta 
5172,O Livro dos Monstros,Karen Jonz,/DISPONIVEL,Planeta 
5173,Alex; A Biografia,Marcos Eduardo Neves,/DISPONIVEL,Planeta 
5174,Os Judeus Que Construíram O Brasil,Anita Novinsky,/DISPONIVEL,Planeta 
5175,365 Tweets de Deus,Leo Cardoso,/DISPONIVEL,Planeta 
5176,O que aprendemos com os Gatos,Paloma Díaz-Mas,/DISPONIVEL,Planeta 
5177,O Fator Churchill,Boris Johnson,/DISPONIVEL,Planeta 
5178,Conquistando A Liberdade Interior,Pe. Adriano Zandoná,/DISPONIVEL,Planeta 
5179,Holocausto Nunca mais,Augusto Cury,/DISPONIVEL,Planeta 
5180,Seu treinador pessoal,Marcio Lui,/DISPONIVEL,Planeta 
5181,Pra frente!,Cleto Coelho,/DISPONIVEL,Editora 
5182,Lidere com humildade,Jeffrey A. Krames,/DISPONIVEL,Editora 
5183,Mulheres cheias de graça,Pe Fábio de Melo,/DISPONIVEL,Editora 
5184,Moda Intuitiva,Cris Guerra,/DISPONIVEL,Editora 
5185,Mulheres Cheias de Graça,Pe Fábio de Melo,/DISPONIVEL,Editora 
5186,Tão Longe do Mundo,Tavae Raioaoa,/DISPONIVEL,Editora 
5187,Trilogía Martín ojo de plata,Matilde Asensi,/DISPONIVEL,Editora 
5188,Tempo de Esperas,Padre Fábio de Melo,/DISPONIVEL,Editora 
5189,Logia,Francisco Ortega,/DISPONIVEL,Editora 
5190,As duas faces da Glória,William Waack,/DISPONIVEL,Editora 
5191,O Grande Herói,Marcus Lutrell,/DISPONIVEL,Planeta 
5192,O Terceiro Reich em Guerra,Richard J. Evans,/DISPONIVEL,. 
5193,Manual Prático do Ódio,Ferréz,/DISPONIVEL,Planeta 
5194,Sem Rumo,Liliane Prata,/DISPONIVEL,Planeta 
5195,O Horror da Guerra,Niall Ferguson,/DISPONIVEL,Planeta 
5196,Momentos de reflexão,Chico Xavier,/DISPONIVEL,Planeta 
5197,Era uma vez... Eu,Paulo Lins,/DISPONIVEL,Planeta 
5198,O Último Passageiro,Manel Loureiro Doval,/DISPONIVEL,Planeta 
5199,Once Upon A Time: Uma Antologia de Contos de Fadas,Irmãos Grimm,/DISPONIVEL,Planeta 
5200,Os Corruptores,Jorge Zepeda Patterson,/DISPONIVEL,Planeta 
5201,Usain Bolt: Mais Rápido Que Um Raio,Usain Bolt,/DISPONIVEL,Planeta 
5202,João Paulo II  Estou Nas Mãos de Deus,Karol Wojtyla,/DISPONIVEL,Planeta 
5203,O Lado Sujo do Futebol,Amaury Ribeiro Jr.,/DISPONIVEL,Planeta 
5204,Neymar: O Sonho Brasileiro,Peter Banke,/DISPONIVEL,Planeta 
5205,Meia-Noite em Bhopal,Javier Moro,/DISPONIVEL,Planeta 
5206,Ronnie Von,Antonio Guerreiro,/DISPONIVEL,Planeta 
5207,Mandela,Christo Brand,/DISPONIVEL,Planeta 
5208,Bolsas; Beijos e Brigadeiros,Fernanda França,/DISPONIVEL,Planeta 
5209,Narcoditadura,Percival de Souza,/DISPONIVEL,Planeta 
5210,Matar Alguém,Roger Franchini,/DISPONIVEL,Planeta 
5211,Em Meia Hora... A Morte,Francisco Martín Moreno,/DISPONIVEL,Planeta 
5212,As Lições de Chico Xavier,Marcel Souto Maior,/DISPONIVEL,Planeta 
5213,Pablo Escobar,Alonso Salazar Jr.,/DISPONIVEL,Planeta 
5214,A Década Roubada,Jorge Lanata,/DISPONIVEL,Planeta 
5215,Oito Vias Para Ser Feliz,Frei Betto,/DISPONIVEL,Planeta 
5216,A Última Gota,Vanessa Barbosa,/DISPONIVEL,Planeta 
5217,O Sapo Que Queria Ser Príncipe,Rubem Alves,/DISPONIVEL,Planeta 
5218,Francisco; nosso Papa,Sandra Donin,/DISPONIVEL,Editora 
5219,Anjos à Nossa Volta,Anthony DeStefano,/DISPONIVEL,Editora 
5220,Augusto Cury. O Colecionador de Lágrimas e em Busca do Sentido da Vida - Caixa,Augusto Cury,/DISPONIVEL,Editora 
5221,Pe. Fabio de Melo. O Discípulo da Madrugada; Orfandades e Tempo de Esperas - Caixa,Pe. Fabio de Melo,/DISPONIVEL,Editora 
5222,Once upon a time,Irmãos Grimm,/DISPONIVEL,Editora 
5223,Once upon a time,Irmãos Grimm,/DISPONIVEL,Editora 
5224,Conversando com C.S. Lewis,Alister McGrath,/DISPONIVEL,Editora 
5225,Eu; submissa,Jodi Ellen Malpas,/DISPONIVEL,Editora 
5226,Paranormal Colombia:,Mario Mendoza,/DISPONIVEL,Editora 
5227,O Pé de Jaipur,Javier Moro,/DISPONIVEL,Planeta 
5228,O Que Você Quiser: Envolvida Por Um Bilionário,Sara Fawkes,/DISPONIVEL,Planeta 
5229,A Verdade por trás do Google,Alejandro Suárez Sánchez-Ocaña,/DISPONIVEL,Planeta 
5230,SEIS SEMANAS PARA UAU,VENICE FULTON,/DISPONIVEL,Planeta 
5231,Tesouros da Terra,Planeta De Agostini,/DISPONIVEL,Planeta 
5232,50 noites em tons de cinza,L. Elias,/DISPONIVEL,Planeta 
5233,Uma noite em 67,Renato Terra,/DISPONIVEL,Planeta 
5234,Os Irmãos Sister,Patrick deWitt,/DISPONIVEL,Planeta 
5235,Salamina,Javier Negrete,/DISPONIVEL,Planeta 
5236,Filosofia,Jeremy Harwood,/DISPONIVEL,Planeta 
5237,O Pessegueiro,Sarah Addison Allen,/DISPONIVEL,Planeta 
5238,Meus Enigmas Favoritos,J. J. Benítez,/DISPONIVEL,Planeta 
5239,O DJ - Choque Eletrônico,Toni Brandão,/DISPONIVEL,Planeta 
5240,As Treze Relíquias,Michael Scott,/DISPONIVEL,Planeta 
5241,O Desconhecido,Portia Da Costa,/DISPONIVEL,Planeta 
5242,Carta aberta de Woody Allen para Platão,Juan Antonio Rivera,/DISPONIVEL,Planeta 
5243,A Grande Degeneração,Niall Ferguson,/DISPONIVEL,Planeta 
5244,Macarons; Brownies; Cupcakes e Cookies,Lucrecia Pérsico,/DISPONIVEL,Planeta 
5245,Agente Secreto Zero Zero Ká,Geronimo Stilton,/DISPONIVEL,Planeta 
5246,Inferno,Dan Brown,/DISPONIVEL,Planeta 
5247,As Mulheres do Deserto,Alice Hoffman,/DISPONIVEL,Planeta 
5248,Que Danado!,Iván Ledesma,/DISPONIVEL,Planeta 
5249,Pensar bem; sentir-se bem,Walter Riso,/DISPONIVEL,Planeta 
5250,Mel e Amêndoas,Maha Akhtar,/DISPONIVEL,Planeta 
5251,Gata Borralheira,Toni Brandão,/DISPONIVEL,Planeta 
5252,Código da Vida,Saulo Ramos,/DISPONIVEL,Planeta 
5253,Iron Man,Tony Iommi,/DISPONIVEL,Planeta 
5254,Histórias e Conversas de Mulher,Mary del Priore,/DISPONIVEL,Planeta 
5255,GAROTAPOP.COM,Carolina Estrella,/DISPONIVEL,Planeta 
5256,Quem Me Roubou de Mim?,Padre Fábio de Melo,/DISPONIVEL,Planeta 
5257,Encontro na montanha vermelha,J. J. Benítez,/DISPONIVEL,Planeta 
5258,Dexter em Cena,Jeff Lindsay,/DISPONIVEL,Planeta 
5259,Histórias populares da Língua Portuguesa,Celso Sisto,/DISPONIVEL,Planeta 
5260,Revenge - Treinamento Para Vingança,Jesse Lasky,/DISPONIVEL,Planeta 
5261,Amor sem frescura,Claudia Matarazzo,/DISPONIVEL,Planeta 
5262,Encontros,Gabriel Rolón,/DISPONIVEL,Planeta 
5263,Aos Meus Filhos,Mark M. Weber,/DISPONIVEL,Planeta 
5264,Uma Família Feliz,David Safier,/DISPONIVEL,Planeta 
5265,Corta Pra Mim,Marcelo Rezende,/DISPONIVEL,Planeta 
5266,Meus filhos Minotauro e Minotouro,Marina Correia,/DISPONIVEL,Planeta 
5267,O Livro dos Valores,Gabriel Chalita,/DISPONIVEL,Editora 
5268,Civilização,Niall Ferguson,/DISPONIVEL,Editora 
5269,Civilização,Niall Ferguson,/DISPONIVEL,Editora 
5270,Desculpa se te chamo de amor,Federico Moccia,/DISPONIVEL,Editora 
5271,Paisagens da Alma,Rubem Alves,/DISPONIVEL,Editora 
5272,Carolina Se Apaixona,Federico Moccia,/DISPONIVEL,Planeta 
5273,Existiu Outra Humanidade,J. J. Benítez,/DISPONIVEL,Planeta 
5274,O Amor é Como Um Queijo!,Geronimo Stilton,/DISPONIVEL,Planeta 
5275,A Busca da Felicidade,Douglas Kennedy,/DISPONIVEL,Planeta 
5276,Etiqueta sem frescura,Claudia Matarazzo,/DISPONIVEL,Planeta 
5277,Nossas fantasias mais íntimas,Alicia Gallotti,/DISPONIVEL,Planeta 
5278,O Lamento do Violino,Gabriel Rolón,/DISPONIVEL,Planeta 
5279,Amor,Gabriel Chalita,/DISPONIVEL,Planeta 
5280,A Princesa Perdida,Maha Akhtar,/DISPONIVEL,Planeta 
5281,Em Alto Mar,Wilbur Smith,/DISPONIVEL,Planeta 
5282,Tóquio: Cidade Ocupada ( Tokyo: Occupied City),David Peace,/DISPONIVEL,Planeta 
5283,O Colecionador de Lágrimas,Augusto Cury,/DISPONIVEL,Planeta 
5284,O Diário de Dan,Dan Kirchner,/DISPONIVEL,Planeta 
5285,Ecopiratas em Fernando de Noronha,Beto Junqueyra,/DISPONIVEL,Planeta 
5286,O Estranho,Camilla Läckberg,/DISPONIVEL,Planeta 
5287,Civilização - Ocidente x Oriente,Niall Ferguson,/DISPONIVEL,Planeta 
5288,Pimentas,Rubem Alves,/DISPONIVEL,Planeta 
5289,Minhas Tudo,Mario Prata,/DISPONIVEL,Planeta 
5290,Jesus me Ama,David Safier,/DISPONIVEL,Planeta 
5291,Duplo Dexter,Jeff Lindsay,/DISPONIVEL,Planeta 
5292,O Mistério da Virgem de Guadalupe,J. J. Benítez,/DISPONIVEL,Planeta 
5293,As Dez Orações que Deus Sempre Atende,Anthony Destefano,/DISPONIVEL,Planeta 
5294,O Código de Atlântida,Charles Brokaw,/DISPONIVEL,Planeta 
5295,Guia da Culinária Ogra,André Barcinski,/DISPONIVEL,Planeta 
5296,O LÍDER TERRÍVEL,Dan White,/DISPONIVEL,Planeta 
5297,A Sedução no Discurso,Gabriel Chalita,/DISPONIVEL,Planeta 
5298,Halo: Cryptum,Greg Bear,/DISPONIVEL,Planeta 
5299,O Pote Mágico,Ferréz,/DISPONIVEL,Planeta 
5300,Bem Profundo,Portia Da Costa,/DISPONIVEL,Planeta 
5301,Marketing e Marketeam ,Francesc Delgado,/DISPONIVEL,Planeta 
5302,Manual dos Jovens Estressados,Augusto Cury,/DISPONIVEL,Planeta 
5303,De Carona Com Restart,Restart,/DISPONIVEL,Planeta 
5304,A Infância de Jesus,Papa Bento XVI,/DISPONIVEL,Planeta 
5305,Fama; fortuna e ambição,Osho,/DISPONIVEL,Planeta 
5306,Cidade de Deus,Paulo Lins,/DISPONIVEL,Planeta 
5307,James Lins,Mario Prata,/DISPONIVEL,Planeta 
5308,O mistério dos elfos,Geronimo Stilton,/DISPONIVEL,Planeta 
5309,1808,Laurentino Gomes,/DISPONIVEL,Planeta 
5310,Muffins & Cupcakes,Lucrecia Pérsico,/DISPONIVEL,Planeta 
5311,O estranho caso do ladrão de notícias,Geronimo Stilton,/DISPONIVEL,Planeta 
5312,Carta Aberta Para Minha Mae,Gabriel Chalita,/DISPONIVEL,Editora 
5313,Tela Plana,Leo Cunha,/DISPONIVEL,Editora 
5314,Manual dos jovens estressados,Augusto Cury,/DISPONIVEL,Editora 
5315,Cavalo de Tróia 2 - Massada,J.J. Benitez,/DISPONIVEL,Editora 
5316,As Montanhas de Buda,Javier Moro,/DISPONIVEL,Editora 
5317,Guia da Culinária Ogra,André Barcinski,/DISPONIVEL,Editora 
5318,Dexter - A mão esquerda de Deus,Jeff Lindsay,/DISPONIVEL,Editora 
5319,O silêncio,Shusaku Endo,/DISPONIVEL,Planeta 
5320,Toupeira,Roger Franchini,/DISPONIVEL,Planeta 
5321,A Bíblia do diabo,Richard Dübell,/DISPONIVEL,Planeta 
5322,Dexter: Design de um Assassino,Jeff Lindsay,/DISPONIVEL,Planeta 
5323,A Bíblia do Diabo,Richard Dubell,/DISPONIVEL,Planeta 
5324,Gritos do Passado,Camilla Läckberg,/DISPONIVEL,Planeta 
5325,Daemon,Daniel Suárez,/DISPONIVEL,Planeta 
5326,O terceiro anjo,Alice Hoffman,/DISPONIVEL,Planeta 
5327,Diário de um Magro,Mario Prata,/DISPONIVEL,Planeta 
5328,O Segredo de Frida Kahlo,Francisco Haghenbeck,/DISPONIVEL,Planeta 
5329,Fidel e Raul; Meus Irmãos,Juanita Castro,/DISPONIVEL,Planeta 
5330,Os Dias Escuros,Manel Loureiro Doval,/DISPONIVEL,Planeta 
5331,Jesus de Nazaré,Papa Bento XVI,/DISPONIVEL,Planeta 
5332,Filhos de Hippies,Maxine Swann,/DISPONIVEL,Planeta 
5333,Tóquio Ano Zero (Tokyo Year Zero),David Peace,/DISPONIVEL,Planeta 
5334,O Mestre dos Quebra-Cabeças,Betsy Carter,/DISPONIVEL,Planeta 
5335,O Palhaço e sua filha,Halide Edip Adivar,/DISPONIVEL,Planeta 
5336,Reino,Tom Martin,/DISPONIVEL,Planeta 
5337,Mano; a noite está velha,Wilson Bueno,/DISPONIVEL,Planeta 
5338,Conexões,Norman Lance,/DISPONIVEL,Planeta 
5339,A Caixa de Midas,G. P. Taylor,/DISPONIVEL,Planeta 
5340,O Terceiro Reich no Poder,Richard J. Evans,/DISPONIVEL,Planeta 
5341,Redenção,Börge Hellström,/DISPONIVEL,Planeta 
5342,O Enviado,J. J. Benítez,/DISPONIVEL,Planeta 
5343,O Semeador,Gabriel Chalita,/DISPONIVEL,Planeta 
5344,O Cortador de Pedras,Camilla Läckberg,/DISPONIVEL,Planeta 
5345,Richthofen,Roger Franchini,/DISPONIVEL,Planeta 
5346,A Profecia do Paraíso,Robert Browne,/DISPONIVEL,Planeta 
5347,Coisas engraçadas aconteceram no caminho para o futuro,Michael J. Fox,/DISPONIVEL,Planeta 
5348,2012,Whitley Strieber,/DISPONIVEL,Planeta 
5349,Minhas Vidas Passadas ,Mario Prata,/DISPONIVEL,Planeta 
5350,S.O.S Perdido no espaço,Geronimo Stilton,/DISPONIVEL,Planeta 
5351,Halloween... Que medo,Geronimo Stilton,/DISPONIVEL,Planeta 
5352,Sócrates e Thomas More : Correspondências imaginárias,Gabriel Chalita,/DISPONIVEL,Planeta 
5353,Minhas Mulheres e Meus Homens,Mario Prata,/DISPONIVEL,Planeta 
5354,Por Trás do Véu de Ísis,Marcel Souto Maior,/DISPONIVEL,Planeta 
5355,O meu nome é Stilton; Geronimo Stilton,Geronimo Stilton,/DISPONIVEL,Planeta 
5356,2012 ,Whitley Striber,/DISPONIVEL,Planeta 
5357,Mas será o Benedito?,Mario Prata,/DISPONIVEL,Planeta 
5358,Amor,Gabriel Chalita,/DISPONIVEL,Planeta 
5359,Coração de Mãe,Isabel Minhós Martins,/DISPONIVEL,Planeta 
5360,Levantai-vos! Vamos!,Papa João Paulo II,/DISPONIVEL,Planeta 
5361,Histórias Íntimas,Mary del Priore,/DISPONIVEL,Planeta 
5362,O rei das pequenas coisas,Celso Sisto,/DISPONIVEL,Planeta 
5363,Iron Man,Tony Iommi,/DISPONIVEL,Simon 
5364,Pocoyo. Aprende a Reciclar,Vários Autores,/DISPONIVEL,Editora 
5365,EL TODO COTIDIANO,ZOÉ VALDÉS,/DISPONIVEL,Editora 
5366,La niña del arrozal,José Luis Olaizola,/DISPONIVEL,Editora 
5367,O Vendedor de Armas,Hugh Laurie,/DISPONIVEL,Planeta 
5368,Elza Soares,José Louzeiro ,/DISPONIVEL,Planeta 
5369,A esperança tem muitas faces,Lucília J. de Almeida Prado,/DISPONIVEL,Planeta 
5370,O Sonho de Rubina,Rubina Ali,/DISPONIVEL,Planeta 
5371,Imortal,Richelle Mead ,/DISPONIVEL,Planeta 
5372,Os homens preferem mesmo as loiras?,Jena Pincott,/DISPONIVEL,Planeta 
5373,Eu Sou Alice,Melanie Benjamin,/DISPONIVEL,Planeta 
5374,O clube do dinheiro das Smart Cookies,Smart Cookies e Jenifer Barrett,/DISPONIVEL,Planeta 
5375,Noite Eterna,Claudia Gray,/DISPONIVEL,Planeta 
5376,Aprendendo a Seduzir,Meg Cabot,/DISPONIVEL,Planeta 
5377,Dôssie Drácula,James Reese,/DISPONIVEL,Planeta 
5378,Caçadora de Estrelas,Claudia Gray,/DISPONIVEL,Planeta 
5379,Aurora Boreal,Åsa Larsson,/DISPONIVEL,Planeta 
5380,Laila; a garota-detetive,Inês Stanisiere,/DISPONIVEL,Planeta 
5381,A festa de aniversário,Panos Karnezis,/DISPONIVEL,Planeta 
5382,Os dias do cervo,Liliana Bodoc,/DISPONIVEL,Planeta 
5383,As montanhas de Buda,Javier Moro,/DISPONIVEL,Planeta 
5384,A Princesa de Gelo,Camilla Läckberg,/DISPONIVEL,Planeta 
5385,Os Astronautas de Yaveh,J. J. Benítez,/DISPONIVEL,Planeta 
5386,Do universo à jabuticaba,Rubem Alves,/DISPONIVEL,Planeta 
5387,A Chegada do Terceiro Reich,Richard J. Evans,/DISPONIVEL,Planeta 
5388,Memórias Inventadas - Volume Único,Manoel de Barros,/DISPONIVEL,Planeta 
5389,A Cinderela mudou de ideia,Nunila López,/DISPONIVEL,Planeta 
5390,Box 21,Börge Hellström,/DISPONIVEL,Planeta 
5391,A Vida secreta De Marilyn Moroe,J.Randy Taraborrelli,/DISPONIVEL,Planeta 
5392,Império,Niall Ferguson,/DISPONIVEL,Planeta 
5393,Volta ao Mundo Numa Bicicleta Ergométrica,Derico Sciotti,/DISPONIVEL,Planeta 
5394,Duas Garotas,Perihan Magden,/DISPONIVEL,Planeta 
5395,Ser Rico é Possível,Marcelo Ebaum,/DISPONIVEL,Planeta 
5396,Os Ossos de Deus,Leonardo Gori,/DISPONIVEL,Planeta 
5397,Os Ratos,Dyonelio Machado,/DISPONIVEL,Planeta 
5398,Névoa do Tempo,Claudia Gray,/DISPONIVEL,Planeta 
5399,Maldito Karma,David Safier,/DISPONIVEL,Planeta 
5400,Memórias Inventadas para crianças,Manoel de Barros,/DISPONIVEL,Planeta 
5401,Pocoyo não quer dormir,Pocoyo,/DISPONIVEL,Planeta 
5402,SuperPocoyo,Pocoyo,/DISPONIVEL,Planeta 
5403,Metrô 2033,Dmitry Glukhovsky,/DISPONIVEL,Planeta 
5404,Desculpa; Quero Me Casar Contigo,Federico Moccia,/DISPONIVEL,Planeta 
5405,Anjos Caidos,Åsa Schwarz,/DISPONIVEL,Planeta 
5406,Eu ,Ricky Martin,/DISPONIVEL,Planeta 
5407,O Diário de um Mago,Paulo Coelho,/DISPONIVEL,Planeta 
5408,O Alquimista,Paulo Coelho,/DISPONIVEL,Planeta 
5409,POCOYO - FESTA SURPRESA ,Alejandra Procupet,/DISPONIVEL,Planeta 
5410,Kama Sutra,Deepak Chopra,/DISPONIVEL,Planeta 
5411,O Vendedor de Sonhos,Augusto Cury,/DISPONIVEL,Editora 
5412,El inventor de historias,Marta rivera de la Cruz,/DISPONIVEL,Editora 
5413,A Dama Azul,Javier Sierra,/DISPONIVEL,Planeta 
5414,De Ernesto a Che,Carlos Calica Ferrer,/DISPONIVEL,Planeta 
5415,Joana D'Arc ,Donald Spoto,/DISPONIVEL,Planeta 
5416,O Filme Perfeito,Jodi Picoult,/DISPONIVEL,Planeta 
5417,A Ponte dos Judeus,Martí Gironell,/DISPONIVEL,Planeta 
5418,O poço / Para uma tumba sem nome,Juan Carlos Onetti,/DISPONIVEL,Planeta 
5419,Beber; Jogar; [email protected]#er,[email protected],/DISPONIVEL,Planeta 
5420,Eu Te Amo; Phillip Morris,Steve McVicker,/DISPONIVEL,Planeta 
5421,A Ascensão do Dinheiro,Niall Ferguson,/DISPONIVEL,Planeta 
5422,A Razão dos Amantes,Pablo Simonetti,/DISPONIVEL,Planeta 
5423,Eu te amo; mas sou feliz sem você,Jaime Jaramillo,/DISPONIVEL,Planeta 
5424,Querido e Devotado Dexter,Jeff Lindsay,/DISPONIVEL,Planeta 
5425,O Último Evangelho,David Gibbins,/DISPONIVEL,Planeta 
5426,Pequenas grandes coisas,Albert Figueras,/DISPONIVEL,Planeta 
5427,O Mundo,Juan José Millás,/DISPONIVEL,Planeta 
5428,Autossabotagem,Bernardo Stamateas,/DISPONIVEL,Academia 
5429,Só o Amor não basta,Cesar Romão,/DISPONIVEL,Planeta 
5430,Melhor que você mesmo,Steve Farber,/DISPONIVEL,Planeta 
5431,Sinto-me só,Karl Taro Greenfeld,/DISPONIVEL,Planeta 
5432,O Quarto Reino,Francesc Miralles,/DISPONIVEL,Planeta 
5433,Um otimista incorrigível,Michael J. Fox ,/DISPONIVEL,Planeta 
5434,Operação Xeque,Juan Carlos Torres Cuéllar,/DISPONIVEL,Planeta 
5435,A dieta de Jesus,Heloisa Bernardes,/DISPONIVEL,Planeta 
5436,Rumo a outro verão,Janet Frame,/DISPONIVEL,Planeta 
5437,Cavalo de Tróia 5,J. J. Benítez,/DISPONIVEL,Planeta 
5438,A vida breve,Juan Carlos Onetti,/DISPONIVEL,Planeta 
5439,Uma noite não são dias,Mário Zambujal,/DISPONIVEL,Planeta 
5440,Universidade das Crianças,Ulrich Janben,/DISPONIVEL,Planeta 
5441,O estaleiro,Juan Carlos Onetti,/DISPONIVEL,Planeta 
5442,1808,Laurentino Gomes,/DISPONIVEL,Planeta 
5443,Star Wars - Figuras de Chumbo - 32,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5444,Star Wars - Figuras de Chumbo - 34,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5445,Star Wars - Figuras de Chumbo - 35,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5446,Star Wars - Figuras de Chumbo - 37,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5447,Star Wars - Figuras de Chumbo - 40,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5448,Star Wars - Figuras de Chumbo - 42,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5449,Star Wars - Figuras de Chumbo - 44,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5450,Star Wars - Figuras de Chumbo - 46,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5451,Star Wars - Figuras de Chumbo - 48,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5452,Star Wars - Figuras de Chumbo - 50,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5453,Star Wars - Figuras de Chumbo - 52,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5454,Star Wars - Figuras de Chumbo - 54,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5455,Star Wars - Figuras de Chumbo - 56,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5456,Star Wars - Figuras de Chumbo - 58,Lucasilm Ltd.,/DISPONIVEL,Planeta 
5457,Star Wars - Figuras de Chumbo - 59,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5458,Star Wars - Figuras de Chumbo - 60,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5459,Deus Existe?,Papa Bento XVI,/DISPONIVEL,Planeta 
5460,Os Segredos de O Símbolo Perdido,Dan Burstein e Arne de Keijzer,/DISPONIVEL,Planeta 
5461,Firmin,Sam Savage,/DISPONIVEL,Editora 
5462,F.I.L.O.S.,Giuliana Caleca,/DISPONIVEL,Oceano 
5463,Operação Cavalo de Tróia 1,J. J. Benítez,/DISPONIVEL,Planeta 
5464,Dexter: A Mão Esquerda de Deus,Jeff Lindsay,/DISPONIVEL,Planeta 
5465,O Mago,Fernando Morais,/DISPONIVEL,Planeta 
5466,Uma Questão de Fé,Jodi Picoult,/DISPONIVEL,Planeta 
5467,A Vida com Minha Irmã Madonna,Wendy Leigh,/DISPONIVEL,Planeta 
5468,1968: O que fizemos de nós,Zuenir Ventura,/DISPONIVEL,Planeta 
5469,1968: O Ano que Não Terminou,Zuenir Ventura,/DISPONIVEL,Planeta 
5470,Mengele,Gerald Astor,/DISPONIVEL,Planeta 
5471,Ostra feliz não faz pérola,Rubem Alves,/DISPONIVEL,Planeta 
5472,O Lobo de Wall Street,Jordan Belfort,/DISPONIVEL,Planeta 
5473,No Divã com Adão,Adão,/DISPONIVEL,Planeta 
5474,O Sári Vermelho,Javier Moro,/DISPONIVEL,Planeta 
5475,Charles De Gaulle,Don Cook,/DISPONIVEL,Planeta 
5476,Histórias de Divã,Gabriel Rolón,/DISPONIVEL,Planeta 
5477,O Jardineiro Noturno,George Pelecanos,/DISPONIVEL,Planeta 
5478,Cavalo de Tróia 3,J. J. Benítez,/DISPONIVEL,Planeta 
5479,Cavalo de Tróia 4,J. J. Benítez,/DISPONIVEL,Planeta 
5480,Céu de Tango,Elsa Osório,/DISPONIVEL,Planeta 
5481,O Coração do Rei,Iza Salles,/DISPONIVEL,Planeta 
5482,Pára tudo!,Cláudia Felício,/DISPONIVEL,Planeta 
5483,Balzac,Johnnes Willms,/DISPONIVEL,Planeta 
5484,O Último Távora,José Norton,/DISPONIVEL,Planeta 
5485,A história secreta das meninas tempestivas,Inês Stanisiere,/DISPONIVEL,Planeta 
5486,O EXECUTIVO E SUA TRIBO,John King,/DISPONIVEL,Planeta 
5487,1808 - edição juvenil ilustrada,Laurentino Gomes,/DISPONIVEL,Planeta 
5488,Crimes Imperceptíveis,Guillermo Martinez,/DISPONIVEL,Planeta 
5489,O Mago,Inbali Iserles,/DISPONIVEL,Planeta 
5490,Memórias Inventadas,Manoel de Barros,/DISPONIVEL,Planeta 
5491,Star Wars - Figuras de Chumbo - 02,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5492,Star Wars - Figuras de Chumbo - 03,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5493,Star Wars - Figuras de Chumbo - 05,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5494,Star Wars - Figuras de Chumbo - 07,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5495,Star Wars - Figuras de Chumbo - 10,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5496,Star Wars - Figuras de Chumbo - 12,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5497,Star Wars - Figuras de Chumbo - 14,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5498,Star Wars - Figuras de Chumbo - 16,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5499,Star Wars - Figuras de Chumbo - 18,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5500,Star Wars - Figuras de Chumbo - 20,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5501,Star Wars - Figuras de Chumbo - 22,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5502,Star Wars - Figuras de Chumbo - 24,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
5503,Star Wars - Figuras de Chumbo - 25,Lucasfilm Ltd.,/DISPONIVEL,Planeta 
